,Loss
0,0.3898164927959442
1,0.3791329860687256
2,0.3585761487483978
3,0.3189525306224823
4,0.33841702342033386
5,0.3312111794948578
6,0.31287306547164917
7,0.32451146841049194
8,0.324073851108551
9,0.3024310767650604
10,0.3387421667575836
11,0.31645748019218445
12,0.29530125856399536
13,0.3265250325202942
14,0.30956849455833435
15,0.32068613171577454
16,0.29277992248535156
17,0.2911114990711212
18,0.2849022150039673
19,0.2844727337360382
20,0.31173262000083923
21,0.30781400203704834
22,0.29574134945869446
23,0.2982601225376129
24,0.2978445589542389
25,0.27704957127571106
26,0.289603054523468
27,0.3191157281398773
28,0.282358318567276
29,0.26429739594459534
30,0.29508259892463684
31,0.2847383916378021
32,0.3102155327796936
33,0.27105847001075745
34,0.2949221432209015
35,0.28100648522377014
36,0.2908209264278412
37,0.2783821225166321
38,0.30064621567726135
39,0.2823459506034851
40,0.29455554485321045
41,0.2909325063228607
42,0.2693123519420624
43,0.2930428683757782
44,0.27104562520980835
45,0.29649820923805237
46,0.2971876263618469
47,0.30427852272987366
48,0.3018849492073059
49,0.3050253987312317
50,0.27786391973495483
51,0.2800610065460205
52,0.2555846869945526
53,0.2630060911178589
54,0.29562824964523315
55,0.2911135256290436
56,0.27136924862861633
57,0.29256051778793335
58,0.2777383327484131
59,0.2885134220123291
60,0.2745276987552643
61,0.26040542125701904
62,0.2935061752796173
63,0.2681809961795807
64,0.2731592655181885
65,0.2648475468158722
66,0.3086564540863037
67,0.2736418843269348
68,0.27093860507011414
69,0.29487916827201843
70,0.2833762764930725
71,0.28275394439697266
72,0.2596179246902466
73,0.26856812834739685
74,0.27744072675704956
75,0.2681896686553955
76,0.294773668050766
77,0.27114588022232056
78,0.27070727944374084
79,0.2845522463321686
80,0.27005836367607117
81,0.2753254771232605
82,0.25910884141921997
83,0.2522735893726349
84,0.2619202733039856
85,0.28846555948257446
86,0.28546416759490967
87,0.2709098756313324
88,0.26952704787254333
89,0.2889978885650635
90,0.26221463084220886
91,0.27851402759552
92,0.2759600877761841
93,0.30355268716812134
94,0.2722039520740509
95,0.28258606791496277
96,0.29118266701698303
97,0.2691211998462677
98,0.31137147545814514
99,0.25609317421913147
100,0.2561263144016266
101,0.2621018588542938
102,0.2855505347251892
103,0.27072447538375854
104,0.255901962518692
105,0.27129265666007996
106,0.2711731195449829
107,0.2724720537662506
108,0.29385843873023987
109,0.2892066538333893
110,0.2628798484802246
111,0.25717347860336304
112,0.24724455177783966
113,0.26758018136024475
114,0.2784084975719452
115,0.2886503040790558
116,0.2673231065273285
117,0.27410489320755005
118,0.236727774143219
119,0.2320348024368286
120,0.2704678177833557
121,0.298267662525177
122,0.27389952540397644
123,0.2944483458995819
124,0.27778658270835876
125,0.26094454526901245
126,0.25363689661026
127,0.2737259864807129
128,0.273457407951355
129,0.2816275656223297
130,0.26654890179634094
131,0.2504974603652954
132,0.267704039812088
133,0.27133023738861084
134,0.24424178898334503
135,0.25867944955825806
136,0.263095498085022
137,0.2933300733566284
138,0.2648236155509949
139,0.274486780166626
140,0.2648041844367981
141,0.2631048262119293
142,0.2628154158592224
143,0.25941935181617737
144,0.2563847005367279
145,0.2686583399772644
146,0.26752331852912903
147,0.24859733879566193
148,0.2502584457397461
149,0.2536291778087616
150,0.25063347816467285
151,0.2891056537628174
152,0.25903254747390747
153,0.2697882354259491
154,0.27330291271209717
155,0.2663670778274536
156,0.2525351941585541
157,0.24896740913391113
158,0.27649396657943726
159,0.2684824764728546
160,0.2688969075679779
161,0.2700481712818146
162,0.25737878680229187
163,0.2689973711967468
164,0.23840026557445526
165,0.23636309802532196
166,0.2637867331504822
167,0.2664596736431122
168,0.2600908875465393
169,0.25233033299446106
170,0.26795265078544617
171,0.25096169114112854
172,0.28053757548332214
173,0.24194994568824768
174,0.24396255612373352
175,0.2653887867927551
176,0.24545244872570038
177,0.2321813553571701
178,0.28118786215782166
179,0.28216391801834106
180,0.23556871712207794
181,0.2619461715221405
182,0.2521853744983673
183,0.2839445471763611
184,0.2630429267883301
185,0.29191097617149353
186,0.26327604055404663
187,0.2378176599740982
188,0.2572382092475891
189,0.2493428736925125
190,0.24958208203315735
191,0.2612822949886322
192,0.2524411678314209
193,0.27128058671951294
194,0.25683730840682983
195,0.2579258382320404
196,0.2574056386947632
197,0.2820890247821808
198,0.25899696350097656
199,0.25246474146842957
200,0.25989875197410583
201,0.2590000033378601
202,0.26368218660354614
203,0.22724327445030212
204,0.2683962881565094
205,0.21094126999378204
206,0.2707829773426056
207,0.2480931133031845
208,0.26284822821617126
209,0.24691186845302582
210,0.24560777842998505
211,0.263553261756897
212,0.2522754967212677
213,0.23895464837551117
214,0.24444355070590973
215,0.26480811834335327
216,0.23915675282478333
217,0.2695533335208893
218,0.25931140780448914
