,Loss
0,1.1047676801681519
1,1.0935696363449097
2,1.1104609966278076
3,1.0961881875991821
4,1.1059552431106567
5,1.0530420541763306
6,0.9978539943695068
7,0.8535122871398926
8,0.7926668524742126
9,0.7474958300590515
10,0.6125295758247375
11,0.5736234784126282
12,0.4811517000198364
13,0.4303763210773468
14,0.3988732397556305
15,0.37844735383987427
16,0.3712150752544403
17,0.3616442084312439
18,0.3333279490470886
19,0.3004394471645355
20,0.31037530303001404
21,0.2851582169532776
22,0.27679121494293213
23,0.2988089621067047
24,0.2954395115375519
25,0.25906288623809814
26,0.28962790966033936
27,0.25847959518432617
28,0.2809450328350067
29,0.2341306358575821
30,0.2634934186935425
31,0.25184354186058044
32,0.2639523446559906
33,0.2217150777578354
34,0.19386513531208038
35,0.22088536620140076
36,0.20461709797382355
37,0.2124152034521103
38,0.2183171808719635
39,0.22951896488666534
40,0.2282307893037796
41,0.18647119402885437
42,0.18362216651439667
43,0.18454283475875854
44,0.17306943237781525
45,0.2014075517654419
46,0.15472841262817383
47,0.18736203014850616
48,0.1717561036348343
49,0.16631312668323517
50,0.14271581172943115
51,0.1953854113817215
52,0.21544843912124634
53,0.16472795605659485
54,0.15480805933475494
55,0.17115060985088348
56,0.1520853489637375
57,0.17793916165828705
58,0.14901462197303772
59,0.1577361524105072
60,0.1887577325105667
61,0.15665149688720703
62,0.16603869199752808
63,0.16017071902751923
64,0.12209856510162354
65,0.13292810320854187
66,0.1354164481163025
67,0.1762683391571045
68,0.12899339199066162
69,0.12737210094928741
70,0.1130342110991478
71,0.13606835901737213
72,0.13422848284244537
73,0.14863388240337372
74,0.12264199554920197
75,0.12140286713838577
76,0.12160726636648178
77,0.13043344020843506
78,0.13731807470321655
79,0.15155334770679474
80,0.11021393537521362
81,0.10327690094709396
82,0.15489433705806732
83,0.14226485788822174
84,0.12911249697208405
85,0.10906873643398285
86,0.12183669954538345
87,0.12897290289402008
88,0.09518540650606155
89,0.1258305162191391
90,0.09593605995178223
91,0.1308733969926834
92,0.11991631984710693
93,0.10350943356752396
94,0.1224270761013031
95,0.13341279327869415
96,0.1095271110534668
97,0.09295609593391418
98,0.10621320456266403
99,0.09471368789672852
100,0.12698298692703247
101,0.13192011415958405
102,0.13293950259685516
103,0.10033846646547318
104,0.09121710062026978
105,0.11900988966226578
106,0.08814562112092972
107,0.09175532311201096
108,0.1337314248085022
109,0.12498129904270172
110,0.1960342973470688
111,0.1106736809015274
112,0.10607042163610458
113,0.12207747995853424
114,0.12785039842128754
115,0.09785500168800354
116,0.09997275471687317
117,0.10416770726442337
118,0.08855721354484558
119,0.086573027074337
120,0.1508980393409729
121,0.09675272554159164
122,0.10655353963375092
123,0.15065054595470428
124,0.0853886529803276
125,0.13011005520820618
126,0.07908033579587936
127,0.09577420353889465
128,0.08534713089466095
129,0.10660319775342941
130,0.09252068400382996
131,0.08341902494430542
132,0.12170793861150742
133,0.10905308276414871
134,0.10509082674980164
135,0.10747780650854111
136,0.1238093376159668
137,0.07639347016811371
138,0.115705706179142
139,0.08789674937725067
140,0.08556807041168213
141,0.10265843570232391
142,0.07720457762479782
143,0.10732859373092651
144,0.10317230969667435
145,0.1116224080324173
146,0.07875782996416092
147,0.10032443702220917
148,0.10668029636144638
149,0.07547301054000854
150,0.13882216811180115
151,0.06970902532339096
152,0.0883338451385498
153,0.07472942769527435
154,0.09817854315042496
155,0.10321469604969025
156,0.10061697661876678
157,0.10478172451257706
158,0.10836009681224823
159,0.08727029711008072
160,0.08601419627666473
161,0.08004150539636612
162,0.11705923080444336
163,0.11660434305667877
164,0.09159304946660995
165,0.08247991651296616
166,0.14054623246192932
167,0.08006026595830917
168,0.0779573991894722
169,0.0871758833527565
170,0.1073765903711319
171,0.07207790017127991
172,0.06236589327454567
173,0.09338263422250748
174,0.0800219476222992
175,0.1453448385000229
176,0.09516219794750214
177,0.06782349199056625
178,0.07685341686010361
179,0.09733854979276657
180,0.07615891098976135
181,0.0967024713754654
182,0.11559829860925674
183,0.0647893100976944
184,0.09418335556983948
185,0.10285581648349762
186,0.08623945713043213
187,0.08964665979146957
188,0.11466869711875916
189,0.10111477226018906
190,0.07877393811941147
191,0.1517939269542694
192,0.11274565011262894
193,0.134170264005661
194,0.0861344188451767
195,0.07292462885379791
196,0.08420732617378235
197,0.08473899960517883
198,0.07202889025211334
199,0.1031828373670578
200,0.10615405440330505
201,0.08706216514110565
202,0.09641091525554657
203,0.08217911422252655
204,0.08057262003421783
205,0.07711559534072876
206,0.10196005553007126
207,0.09091217815876007
208,0.08878502994775772
209,0.06613349169492722
210,0.07876383513212204
211,0.09319347143173218
212,0.06740808486938477
213,0.10037897527217865
214,0.08319158107042313
215,0.09018731862306595
216,0.08494830876588821
217,0.07841814309358597
218,0.07735481858253479
219,0.06340912729501724
220,0.08608575165271759
221,0.07721825689077377
222,0.08255166560411453
223,0.07794499397277832
224,0.11318063735961914
225,0.08856381475925446
226,0.09764207154512405
227,0.09181810170412064
228,0.06879100203514099
229,0.11717426776885986
230,0.13845331966876984
231,0.10612326860427856
232,0.07122332602739334
233,0.06656300276517868
234,0.08972898870706558
235,0.09133601188659668
236,0.05910322442650795
237,0.09935234487056732
238,0.09333648532629013
